"","Incident.ID","Incident.Date","State","City.Or.County","Address","Victims.Killed","Victims.Injured","Suspects.Killed","Suspects.Injured","Suspects.Arrested","Operations","Total.Killed","Total.Killed2"
"490",2982349,"July 28, 2024","Washington","Auburn","2900 block of M St SE",0,4,0,0,0,"N/A",0,0
"491",2981325,"July 28, 2024","California","Los Angeles","E 51st St and Avalon Blvd",0,4,0,0,0,"N/A",0,0
"492",2981128,"July 28, 2024","New York","Rochester","Bridge View Dr",2,5,0,0,1,"N/A",2,2
"493",2980166,"July 27, 2024","Texas","Dallas","6008 S R L Thornton Fwy",1,4,0,0,1,"N/A",1,1
"494",2980200,"July 26, 2024","Illinois","Kankakee","700 block of N Hobbie Ave",0,6,0,0,0,"N/A",0,0
"495",2978744,"July 25, 2024","Louisiana","Jeanerette","2519 Martin Luther King Dr",1,4,0,1,1,"N/A",1,1
"496",2977073,"July 23, 2024","South Carolina","Burton","County Shed Rd and Jennings Rd",0,4,0,0,0,"N/A",0,0
"497",2974973,"July 22, 2024","Wisconsin","Milwaukee","6901 W Vienna Ave",1,8,0,0,1,"N/A",1,1
"498",2974593,"July 21, 2024","Mississippi","Indianola","200 Church Ave",1,15,2,0,0,"N/A",3,3
"499",2974777,"July 21, 2024","Indiana","Anderson","2200 block of Arrow Ave",0,7,0,1,6,"N/A",0,0
"500",2974697,"July 21, 2024","Mississippi","Jackson","2899 McDowell Rd Ext",2,4,0,0,0,"N/A",2,2
"501",2974135,"July 21, 2024","Pennsylvania","Philadelphia","2100 block of N Alden St",3,5,0,1,2,"N/A",3,3
"502",2973281,"July 20, 2024","California","Vista","Civic Center Dr",1,3,0,0,1,"N/A",1,1
"503",2972255,"July 18, 2024","Alabama","West Blocton","1073 Greentree Dr",5,0,0,0,1,"N/A",5,5
"504",2971655,"July 18, 2024","District of Columbia","Washington","22nd St SE and Alabama Ave SE",2,2,0,0,1,"N/A",2,2
"505",2971382,"July 18, 2024","California","Los Angeles","Wilshire Blvd and S Alvarado St",0,4,0,0,3,"N/A",0,0
"506",2969835,"July 15, 2024","Minnesota","Minneapolis","16th Ave S and E Franklin Ave",1,5,0,0,0,"N/A",1,1
"507",2969569,"July 15, 2024","Texas","Orange","200 block of Morrell Blvd",0,4,0,0,0,"N/A",0,0
"508",2968565,"July 14, 2024","Indiana","Indianapolis","3340 Teakwood Dr",0,5,0,0,0,"N/A",0,0
"509",2967936,"July 14, 2024","Illinois","Chicago","9500 block of S Merrill Ave",0,4,0,0,0,"N/A",0,0
"510",2967459,"July 13, 2024","Pennsylvania","Butler","625 Evans City Rd",1,3,1,0,0,"N/A",2,2
"511",2968616,"July 13, 2024","Connecticut","New Haven","Ivy St and Shelton Ave",0,4,0,0,0,"N/A",0,0
"512",2967889,"July 13, 2024","Alabama","Birmingham","3427 27th St N",4,10,0,0,2,"N/A",4,4
"513",2967464,"July 12, 2024","Kentucky","Louisville","900 block of Esquire Alley",0,5,0,0,0,"N/A",0,0
"514",2967371,"July 12, 2024","Kansas","Wichita","4800 block of S Gordon St",1,4,0,0,0,"N/A",1,1
"515",2966300,"July 12, 2024","Illinois","Chicago","1300 block of S Lawndale Ave",0,5,0,0,0,"N/A",0,0
"516",2965650,"July 11, 2024","Kansas","Wichita","2300 block of E Murdock St",0,4,0,0,1,"N/A",0,0
"517",2965394,"July 10, 2024","California","Alameda","417 Kitty Hawk Rd",5,0,0,0,1,"N/A",5,5
"518",2965207,"July 10, 2024","Massachusetts","Boston","10 Greenwood St",0,5,0,0,2,"N/A",0,0
"519",2963309,"July 8, 2024","District of Columbia","Washington","1200 block of Potomac Ave SE",0,4,0,0,0,"N/A",0,0
"520",2963285,"July 8, 2024","North Carolina","Charlotte","1523 Parker Dr",1,3,0,0,0,"N/A",1,1
"521",2962488,"July 8, 2024","Massachusetts","New Bedford","Russell St and Acushnet Ave",0,6,0,0,0,"N/A",0,0
"522",2963980,"July 8, 2024","Florida","Fort Lauderdale","700 block of NW 10th Terrace",2,3,0,0,0,"N/A",2,2
"523",2961716,"July 7, 2024","Michigan","Detroit","Reno St and Rossini Dr",2,19,0,1,1,"N/A",2,2
"524",2963018,"July 7, 2024","North Carolina","Roper","12256 NC-32",1,3,0,0,0,"N/A",1,1
"525",2962371,"July 6, 2024","Ohio","Akron","800 block of Morningview Ave",0,4,0,0,1,"N/A",0,0
"526",2961005,"July 6, 2024","Wisconsin","Milwaukee","Doctor Martin Luther King Jr Dr and 6th St",0,4,0,0,0,"N/A",0,0
"527",2960811,"July 6, 2024","Kentucky","Florence","2673 Ridgecrest Dr",4,3,1,0,0,"N/A",5,5
"528",2967044,"July 5, 2024","Mississippi","Clarksdale","300 block of Madison Ave",1,3,0,0,0,"N/A",1,1
"529",2960205,"July 5, 2024","New York","Poughkeepsie","380 Main St",0,4,0,0,3,"N/A",0,0
"530",2960079,"July 5, 2024","Georgia","Albany","312 Thornton Dr",1,3,0,0,2,"N/A",1,1
"531",2960126,"July 5, 2024","Michigan","Pontiac","300 block of S Jessie St",0,5,0,0,0,"N/A",0,0
"532",2959241,"July 5, 2024","Illinois","Chicago","1300 block of W Hastings St",0,8,0,0,0,"N/A",0,0
"533",2959290,"July 5, 2024","Illinois","Chicago","100 block of S Menard Ave",1,6,0,0,0,"N/A",1,1
"534",2959377,"July 5, 2024","New York","Albany","Myrtle Ave and Quail St",0,6,0,0,0,"N/A",0,0
"535",2959329,"July 5, 2024","Florida","Tampa","10924 N Nebraska Ave",0,4,0,0,1,"N/A",0,0
"536",2958345,"July 4, 2024","Illinois","Chicago","7100 block of S Woodlawn Ave",3,2,0,0,0,"N/A",3,3
"537",2960159,"July 4, 2024","Tennessee","Nashville","200 1st Ave S",0,4,0,0,0,"N/A",0,0
"538",2960026,"July 4, 2024","Texas","Fort Worth","3700 block of Castleman St",2,2,0,0,1,"N/A",2,2
"539",2959184,"July 4, 2024","Pennsylvania","Philadelphia","1900 block of Salford St",1,8,0,0,0,"N/A",1,1
"540",2960055,"July 4, 2024","Texas","Fort Worth","7524 W Cleburne Rd",3,2,0,1,1,"N/A",3,3
"541",2959943,"July 4, 2024","Missouri","Saint Louis","8th St and Pine St",0,7,0,0,0,"N/A",0,0
"542",2959928,"July 4, 2024","Missouri","Saint Louis (Spanish Lake)","1200 block of Lakeview Ave",1,5,0,0,0,"N/A",1,1
"543",2959734,"July 4, 2024","Mississippi","Ocean Springs","Cumberland Rd",0,16,0,0,1,"N/A",0,0
"544",2956748,"July 1, 2024","Pennsylvania","Philadelphia","2700 Dickinson St",1,3,0,1,1,"N/A",1,1
"545",2955181,"July 1, 2024","Missouri","Charleston","700 South St",0,5,0,0,1,"N/A",0,0
"546",2954458,"June 29, 2024","Georgia","Sylvania","Lawton Pl Dr",0,6,0,0,0,"N/A",0,0
"547",2952812,"June 28, 2024","New York","Niagara Falls","11th St and La Salle Ave",0,4,0,0,0,"N/A",0,0
"548",2952577,"June 28, 2024","Texas","Corpus Christi","2600 block of Buford St",2,3,0,0,0,"N/A",2,2
"549",2953462,"June 28, 2024","Nebraska","Crete","1200 block of Crestline Dr",0,7,1,0,0,"N/A",1,1
"550",2951432,"June 26, 2024","California","Lancaster","800 block of E Ave J-12",2,5,0,0,2,"N/A",2,2
"551",2950871,"June 26, 2024","Wisconsin","Milwaukee","5912 W Oklahoma Ave",0,4,0,0,2,"N/A",0,0
"552",2949852,"June 24, 2024","Nevada","North Las Vegas","370 Casa Norte Dr",5,1,1,0,0,"N/A",6,6
"553",2948840,"June 24, 2024","Ohio","Dayton","1530 Home Ave",2,5,0,0,0,"N/A",2,2
"554",2950074,"June 24, 2024","Ohio","Dayton","4900 block of Genesee Ave",0,4,1,0,0,"N/A",1,1
"555",2949287,"June 24, 2024","Pennsylvania","York","600 block of W Market St",0,4,0,0,0,"N/A",0,0
"556",2947726,"June 23, 2024","Ohio","Columbus","1100 block of N High St",0,10,0,0,0,"N/A",0,0
"557",2948227,"June 23, 2024","California","Vallejo","Spring Rd and Monterey St",1,3,0,0,0,"N/A",1,1
"558",2947774,"June 23, 2024","Florida","Tampa","11606 McKinley Dr",1,3,0,0,5,"N/A",1,1
"559",2948042,"June 23, 2024","North Carolina","Winston Salem (Winston-salem)","2915 Starlight Dr",1,3,0,1,1,"N/A",1,1
"560",2947750,"June 23, 2024","New York","Rochester","353 Court St",0,6,0,0,1,"N/A",0,0
"561",2947743,"June 23, 2024","Missouri","Saint Louis","N 11th St and Market St",1,5,0,0,1,"N/A",1,1
"562",2948220,"June 23, 2024","New Jersey","Trenton","101 Walnut Ave",1,3,0,0,1,"N/A",1,1
"563",2947849,"June 23, 2024","Alabama","Montgomery","N Pass Rd and Coliseum Blvd",0,9,0,0,0,"N/A",0,0
"564",2947249,"June 22, 2024","Mississippi","Canton","Hickory St",1,5,0,0,1,"N/A",1,1
"565",2947842,"June 22, 2024","Virginia","Glen Allen","11690 Old Washington Hwy",0,6,0,0,0,"N/A",0,0
"566",2946903,"June 22, 2024","Kentucky","Louisville","2523 West Broadway",1,7,0,0,0,"N/A",1,1
"567",2947288,"June 21, 2024","Mississippi","Meridian","500 block of 53rd Ave",1,3,0,0,1,"N/A",1,1
"568",2946833,"June 21, 2024","District of Columbia","Washington","14th Pl and Savannah St SE",0,4,0,0,0,"N/A",0,0
"569",2945819,"June 21, 2024","Arkansas","Fordyce","920 W 4th St",4,9,0,1,1,"N/A",4,4
"570",2944778,"June 19, 2024","California","Oakland","400 block of Grand Ave",0,13,0,1,1,"N/A",0,0
"571",2944267,"June 19, 2024","Pennsylvania","Philadelphia","2800 block of N Bambrey St",0,7,0,0,2,"N/A",0,0
"572",2943875,"June 18, 2024","California","Richmond","700 Pennsylvania Ave",2,2,0,0,0,"N/A",2,2
"573",2943300,"June 17, 2024","Georgia","Macon","3700 block of Napier Ave",1,3,0,0,0,"N/A",1,1
"574",2941749,"June 17, 2024","Illinois","Chicago","6000 block of S Winchester Ave",0,7,0,0,0,"N/A",0,0
"575",2941737,"June 17, 2024","Illinois","Chicago","900 block of N Pulaski Rd",0,5,0,0,0,"N/A",0,0
"576",2940961,"June 16, 2024","Arkansas","Pine Bluff","200 Lake Saracen Dr",1,3,0,0,0,"N/A",1,1
"577",2941065,"June 16, 2024","Massachusetts","Methuen","100 Lindberg Ave",0,7,0,0,0,"N/A",0,0
"578",2941392,"June 16, 2024","Indiana","South Bend","1623 Lincoln Way W",0,4,0,0,0,"N/A",0,0
"579",2940418,"June 15, 2024","Ohio","Cincinnati","6300 Bramble Ave",0,5,0,0,0,"N/A",0,0
"580",2940302,"June 15, 2024","Michigan","Rochester (Rochester Hills)","1585 E Auburn Rd",0,9,1,0,0,"N/A",1,1
"581",2940337,"June 15, 2024","Michigan","Southfield","17587 Margate Ave",0,6,0,0,0,"N/A",0,0
"582",2940762,"June 15, 2024","Michigan","Detroit","17800 block of Albion Ave",1,4,0,0,0,"N/A",1,1
"583",2940598,"June 15, 2024","Texas","Round Rock","1371 Harrell Pkwy",2,14,0,0,7,"N/A",2,2
"584",2940313,"June 15, 2024","Alabama","Tuskegee","207 E Martin Luther King Hwy",1,3,0,0,0,"N/A",1,1
"585",2939783,"June 14, 2024","West Virginia","Princeton","347 Meadowfield Ln",0,5,0,0,1,"N/A",0,0
"586",2940564,"June 14, 2024","Pennsylvania","Philadelphia","3301 W York St",1,4,0,0,1,"N/A",1,1
"587",2939734,"June 14, 2024","Florida","Fort Lauderdale","2300 block of NW Eighth St",1,4,0,0,0,"N/A",1,1
"588",2939289,"June 14, 2024","Illinois","Chicago","9100 block of S Harper Ave",0,4,0,0,0,"N/A",0,0
"589",2939657,"June 14, 2024","Ohio","Columbus","205 N 5th St",2,2,0,0,1,"N/A",2,2
"590",2939030,"June 13, 2024","Illinois","Chicago","11910 S Michigan Ave",0,4,0,0,0,"N/A",0,0
"591",2943126,"June 12, 2024","Florida","Hudson","Nottingham Trail",4,0,0,0,1,"N/A",4,4
"592",2937456,"June 11, 2024","Tennessee","Memphis","I-240 and Poplar Ave",0,5,0,0,4,"N/A",0,0
"593",2935591,"June 9, 2024","District of Columbia","Washington","2200 block of Minnesota Ave SE",0,6,0,0,0,"N/A",0,0
"594",2935280,"June 9, 2024","Nevada","Sparks","300 block of Howard Dr",0,4,0,0,1,"N/A",0,0
"595",2935430,"June 9, 2024","Texas","Dallas","Elm St and N Crowdus St",0,4,0,0,0,"N/A",0,0
"596",2935144,"June 9, 2024","Wisconsin","Madison","433 W Johnson St",0,12,0,0,1,"N/A",0,0
"597",2936012,"June 9, 2024","Virginia","Richmond","200 block of N 2nd St",0,4,0,0,0,"N/A",0,0
"598",2936435,"June 8, 2024","Alabama","Eufaula","900 block of Jackson St",0,4,0,0,0,"N/A",0,0
"599",2934537,"June 8, 2024","North Carolina","Charlotte","616 N Tryon St",1,3,0,0,1,"N/A",1,1
"600",2934578,"June 8, 2024","South Dakota","Sioux Falls","5105 S Drexel Ave",3,2,0,0,1,"N/A",3,3
"601",2934048,"June 7, 2024","Missouri","Saint Louis (Jennings)","2600 block of Shannon Ave",1,4,0,0,0,"N/A",1,1
"602",2934417,"June 7, 2024","South Carolina","Seabrook","Horace Dawson Ln",0,4,0,0,0,"N/A",0,0
"603",2934007,"June 7, 2024","California","Compton","E Greenleaf Blvd and S Mayo Ave",1,5,0,0,0,"N/A",1,1
"604",2933578,"June 6, 2024","Missouri","Kansas City","3200 block of Bellefontaine Ave",2,2,0,0,0,"N/A",2,2
"605",2930393,"June 3, 2024","Tennessee","Memphis","3600 block of Powers Rd",0,4,0,0,0,"N/A",0,0
"606",2930818,"June 3, 2024","Virginia","Triangle","3700 block of Masthead Trail",1,3,0,0,1,"N/A",1,1
"607",2931572,"June 3, 2024","Pennsylvania","Philadelphia","N Philip St and W Westmoreland St",0,4,0,0,0,"N/A",0,0
"608",2928604,"June 2, 2024","Pennsylvania","Pittsburgh","3534 Laketon Rd",2,7,0,0,1,"N/A",2,2
"609",2928765,"June 2, 2024","Florida","Pensacola","Palafox St and W Intendencia St",0,4,0,0,1,"N/A",0,0
"610",2928754,"June 2, 2024","Virginia","Newport News","26th St and Parish Ave",0,4,0,0,0,"N/A",0,0
"611",2929682,"June 2, 2024","Missouri","Saint Louis","3775 Kossuth Ave",0,6,0,0,0,"N/A",0,0
"612",2928614,"June 2, 2024","Kentucky","Louisville","7015 Raggard Rd",0,7,0,0,0,"N/A",0,0
"613",2928467,"June 2, 2024","Ohio","Akron","Kelly Ave and 8th Ave",1,28,0,0,0,"N/A",1,1
"614",2929504,"June 1, 2024","Pennsylvania","Philadelphia","900 block of S 58th St",1,3,0,0,0,"N/A",1,1
"615",2928378,"June 1, 2024","Michigan","Detroit","W Grand Blvd and W Warren Ave",0,5,0,0,0,"N/A",0,0
"616",2928808,"June 1, 2024","South Carolina","Rock Hill","900 block of Southland Dr",2,2,0,0,1,"N/A",2,2
"617",2927825,"June 1, 2024","Arizona","Sacaton","629 W Moffett Rd",2,4,0,2,2,"N/A",2,2
"618",2928214,"June 1, 2024","Ohio","Columbus","500 block of N Ohio Ave",1,3,0,0,0,"N/A",1,1
"619",2925929,"May 30, 2024","Minnesota","Minneapolis","2221 Blaisdell Ave",3,3,1,0,0,"N/A",4,4
"620",2926808,"May 30, 2024","Maryland","Elkridge","6900 block of Norwood Ferry",3,1,1,0,0,"N/A",4,4
"621",2926373,"May 30, 2024","Georgia","Decatur","2300 block of Greenway Dr",0,5,0,1,1,"N/A",0,0
"622",2927030,"May 30, 2024","Utah","Salt Lake City (Murray)","W Fireclay Ave and Birkhill Blvd",1,4,0,0,1,"N/A",1,1
"623",2923547,"May 28, 2024","Connecticut","Waterbury","50 Mitchell Ave",0,4,0,0,0,"N/A",0,0
"624",2938698,"May 27, 2024","Mississippi","Port Gibson","Northside Dr",0,4,0,0,4,"N/A",0,0
"625",2922097,"May 27, 2024","Michigan","Lansing","325 Riverfront Dr",1,6,0,0,0,"N/A",1,1
"626",2923055,"May 27, 2024","California","Sacramento","2701 Meadowview Rd",0,4,0,1,3,"N/A",0,0
"627",2923261,"May 27, 2024","Virginia","Richmond","1900 block of Raven Ct",2,2,0,0,0,"N/A",2,2
"628",2921217,"May 26, 2024","Illinois","Chicago","1300 block of S Christiana Ave",1,3,0,0,0,"N/A",1,1
"629",2921717,"May 26, 2024","Ohio","Cleveland","1437 St Clair Ave",2,2,0,0,3,"N/A",2,2
"630",2921394,"May 26, 2024","Missouri","Kansas City","Westport Road and Broadway",0,5,1,0,0,"N/A",1,1
"631",2921251,"May 25, 2024","California","San Fernando","925 Orange Grove Ave",0,5,0,0,1,"N/A",0,0
"632",2921097,"May 25, 2024","Minnesota","Saint Paul (North Saint Paul)","2039 17th Ave E",0,4,0,0,0,"N/A",0,0
"633",2920512,"May 25, 2024","Florida","Fort Pierce","1800 block of Ave G",0,5,0,0,0,"N/A",0,0
"634",2920544,"May 24, 2024","Illinois","Pembroke Township","13100 E Central St",2,3,0,0,0,"N/A",2,2
"635",2919460,"May 23, 2024","New Jersey","Newark","121 Shephard Ave",0,4,0,0,0,"N/A",0,0
"636",2917331,"May 22, 2024","Pennsylvania","Chester","2626 W 4th St",2,3,0,0,1,"N/A",2,2
"637",2916464,"May 21, 2024","Illinois","Chicago","1100 block of S Whipple St",0,4,0,0,0,"N/A",0,0
"638",2916825,"May 21, 2024","Pennsylvania","Camp Hill","Chestnut St and S 15th St",1,3,1,0,2,"N/A",2,2
"639",2918843,"May 20, 2024","Michigan","Detroit","17000 block of Ohio St",1,4,0,0,1,"N/A",1,1
"640",2913404,"May 18, 2024","Florida","Sarasota","3474 17th St",1,4,0,1,1,"N/A",1,1
"641",2914188,"May 18, 2024","Missouri","Saint Louis","3000 block of Olive St",1,3,0,0,2,"N/A",1,1
"642",2914713,"May 18, 2024","North Carolina","Reidsville","8110 Cherry Grove Rd",2,2,1,0,0,"N/A",3,3
"643",2913782,"May 18, 2024","Georgia","Savannah","W Congress Ln and Barnard St",0,9,0,2,7,"N/A",0,0
"644",2913794,"May 18, 2024","Illinois","Chicago","700 block of S Albany Ave",0,6,0,0,0,"N/A",0,0
"645",2914190,"May 18, 2024","Missouri","Bridgeton","MO-141 and Corporate Woods Dr",1,4,0,0,2,"N/A",1,1
"646",2913052,"May 18, 2024","Ohio","Columbus","132 E 5th Ave",3,3,0,0,0,"N/A",3,3
"647",2908173,"May 12, 2024","Missouri","Saint Louis","10000 block of Toelle Ln",1,3,0,0,0,"N/A",1,1
"648",2907387,"May 12, 2024","Florida","Tallahassee","1147 Apalachee Pkwy",2,2,0,0,0,"N/A",2,2
"649",2916101,"May 12, 2024","Alabama","Montgomery","2400 block of Eastern Blvd",0,6,0,0,0,"N/A",0,0
"650",2907162,"May 12, 2024","Georgia","Atlanta","2110 Peachtree Rd NW",2,4,0,0,1,"N/A",2,2
"651",2907598,"May 12, 2024","Massachusetts","Northborough","333 Howard St",1,4,0,0,3,"N/A",1,1
"652",2906715,"May 11, 2024","Kentucky","Louisville","282 Evangeline Ave",2,2,0,0,0,"N/A",2,2
"653",2907355,"May 11, 2024","Alabama","Stockton","9400 block of Bryants Landing Rd",3,15,0,0,3,"N/A",3,3
"654",2904508,"May 8, 2024","Texas","San Antonio","6708 Windsor Hollow Dr",1,4,0,0,1,"N/A",1,1
"655",2904816,"May 8, 2024","North Carolina","Durham","311 S Lasalle St",1,3,0,0,2,"N/A",1,1
"656",2902327,"May 6, 2024","Indiana","Fort Wayne","Hanna St and E Rudisill Blvd",0,4,0,0,1,"N/A",0,0
"657",2900406,"May 5, 2024","Alabama","Birmingham","800 3rd Ave W",1,6,0,0,2,"N/A",1,1
"658",2900481,"May 5, 2024","Alabama","Tuscaloosa","1300 block of 58th St E",1,3,0,0,1,"N/A",1,1
"659",2902726,"May 5, 2024","New Mexico","Gallup","1500 block of S 2nd St",2,2,0,0,0,"N/A",2,2
"660",2901278,"May 5, 2024","Alabama","Huntsville","708 Poplar Ave NW",0,5,0,0,1,"N/A",0,0
"661",2899844,"May 4, 2024","New York","Corona (Queens)","108-11 Atlantic Avenue",1,3,0,0,4,"N/A",1,1
"662",2899861,"May 4, 2024","New York","Rochester","Lyell Ave and Austin St",2,2,0,0,1,"N/A",2,2
"663",2900308,"May 4, 2024","California","Long Beach","2688 E South St",0,7,0,0,0,"N/A",0,0
"664",2900165,"May 4, 2024","New York","Buffalo","1490 Jefferson Ave",1,5,0,0,0,"N/A",1,1
"665",2899989,"May 4, 2024","Tennessee","Memphis","3562 Kirby Pkwy",1,3,0,0,0,"N/A",1,1
"666",2900213,"May 4, 2024","Pennsylvania","Philadelphia","1007 S 51st St",1,3,0,0,0,"N/A",1,1
"667",2899834,"May 3, 2024","New York","Westbury","Pepperidge Rd and Eastfield Rd",0,6,0,0,0,"N/A",0,0
"668",2931805,"May 3, 2024","Texas","Houston","6800 block of Cullen Blvd",0,4,0,0,6,"N/A",0,0
"669",2899180,"May 2, 2024","Virginia","Richmond","3800 Delmont St",1,3,0,0,0,"N/A",1,1
"670",2898126,"May 1, 2024","Michigan","Detroit","Faust Ave and Westfield Ave",0,4,0,0,1,"N/A",0,0
"671",2896893,"May 1, 2024","Texas","Fort Worth","3096 Las Vegas Trl",0,6,0,0,5,"N/A",0,0
"672",2893900,"April 29, 2024","North Carolina","Charlotte","5525 Galway Dr",4,4,1,0,0,"N/A",5,5
"673",2895203,"April 29, 2024","Florida","Miami Gardens","1400 NW 197th St",0,5,0,0,0,"N/A",0,0
"674",2892877,"April 28, 2024","Florida","Sanford","4380 Carraway Pl",0,10,0,0,1,"N/A",0,0
"675",2892952,"April 28, 2024","Louisiana","Kenner","700 block of Farm Ave",0,5,1,0,0,"N/A",1,1
"676",2893298,"April 28, 2024","Georgia","Fitzgerald","300 block of E Pine St",1,3,0,0,1,"N/A",1,1
"677",2892937,"April 28, 2024","Arizona","Tucson","3200 block of E 5th St",1,3,0,0,4,"N/A",1,1
"678",2893705,"April 28, 2024","Mississippi","Utica","1022 Lee Davis Cir",1,3,0,1,3,"N/A",1,1
"679",2892069,"April 27, 2024","Florida","Daytona Beach","600 block of N Grandview Ave",0,4,0,0,1,"N/A",0,0
"680",2892374,"April 27, 2024","South Carolina","Santee","800 block of Antioch Rd",1,3,0,0,3,"N/A",1,1
"681",2892008,"April 26, 2024","District of Columbia","Washington","1219 Connecticut Ave NW",0,6,0,0,1,"N/A",0,0
"682",2888610,"April 22, 2024","Virginia","Petersburg","5900 block of Sentry Hill Ct",0,5,0,0,0,"N/A",0,0
"683",2887313,"April 22, 2024","Oklahoma","Yukon","2804 Mirage St",4,0,1,0,0,"N/A",5,5
"684",2886674,"April 21, 2024","Illinois","Oak Forest","5500 block of Babette Ct",1,3,0,0,1,"N/A",1,1
"685",2885854,"April 20, 2024","Tennessee","Memphis","2410 Carnes Ave",2,7,0,0,0,"N/A",2,2
"686",2884570,"April 19, 2024","Maryland","Greenbelt","6915 Hanover Pkwy",0,5,0,0,1,"N/A",0,0
"687",2884585,"April 19, 2024","District of Columbia","Washington","1211 Mount Olivet Rd NE",0,4,0,0,2,"N/A",0,0
"688",2884446,"April 18, 2024","Louisiana","Thibodaux","1400 block of Orange Grove Sq",0,4,0,0,0,"N/A",0,0
"689",2881822,"April 16, 2024","New York","Bronx","E Mount Eden Ave and Townsend Ave",1,3,0,0,2,"N/A",1,1
"690",2881676,"April 16, 2024","North Carolina","Clinton","Boykin Rd and Shaun Ln",1,3,0,0,0,"N/A",1,1
"691",2879450,"April 14, 2024","Texas","Dallas","4530 Collins Ave",1,8,0,0,1,"N/A",1,1
"692",2880126,"April 14, 2024","Kentucky","Hopkinsville","1700 Canton St",0,4,0,0,2,"N/A",0,0
"693",2879964,"April 14, 2024","Virginia","Richmond","1300 block of Jennie Scher Rd",1,4,0,0,0,"N/A",1,1
"694",2879792,"April 14, 2024","Tennessee","Nashville","480 Bell Rd",0,6,0,0,1,"N/A",0,0
"695",2880226,"April 14, 2024","Louisiana","New Orleans","828 S Peters St",1,11,0,0,0,"N/A",1,1
"696",2879189,"April 13, 2024","Illinois","Chicago","2021 W 52nd St",1,10,0,0,1,"N/A",1,1
"697",2880895,"April 13, 2024","Georgia","Albany","300 E Broad Ave",0,4,0,0,6,"N/A",0,0
"698",2879659,"April 13, 2024","Arkansas","Wynne","441 Martin Luther King S",1,9,0,0,4,"N/A",1,1
"699",2880957,"April 13, 2024","Mississippi","Coldwater","W Central St",1,3,0,0,0,"N/A",1,1
"700",2877499,"April 11, 2024","Florida","Orlando","2800 block of Gamma Dr",1,3,0,0,0,"N/A",1,1
"701",2876444,"April 10, 2024","District of Columbia","Washington","1100 block of 21st Street NE",1,5,0,0,0,"N/A",1,1
"702",2873416,"April 7, 2024","Texas","San Antonio","11135 Wye Dr",0,6,0,0,0,"N/A",0,0
"703",2873450,"April 7, 2024","Oklahoma","Oklahoma City","3034 N Portland Ave",1,3,0,0,0,"N/A",1,1
"704",2872613,"April 6, 2024","Florida","Miami (Doral)","3450 NW 83rd Ave",1,7,1,0,0,"N/A",2,2
"705",2872340,"April 5, 2024","Arkansas","North Little Rock","116 Curtis Sykes Dr",1,3,0,0,1,"N/A",1,1
"706",2872754,"April 5, 2024","Florida","West Palm Beach","1170 W 27th St",1,3,0,0,1,"N/A",1,1
"707",2872358,"April 1, 2024","Louisiana","New Iberia","600 block of Breaux Alley",0,4,0,1,2,"N/A",0,0
"708",2868907,"April 1, 2024","Michigan","Eastpointe","19000 block of Dijon Ave",0,4,0,0,0,"N/A",0,0
"709",2867279,"March 31, 2024","Tennessee","Nashville","614 Garfield St",1,5,0,0,1,"N/A",1,1
"710",2966990,"March 31, 2024","Mississippi","Greenwood","US-49E",1,3,0,0,1,"N/A",1,1
"711",2867514,"March 31, 2024","Illinois","Chicago","400 block of N Lavergne Ave",1,3,0,0,3,"N/A",1,1
"712",2866851,"March 31, 2024","Illinois","Chicago","5333 W Madison St",1,4,0,0,0,"N/A",1,1
"713",2867670,"March 31, 2024","Mississippi","Jackson","2050 Martin Luther King Jr Dr",0,4,0,1,0,"N/A",0,0
"714",2867139,"March 31, 2024","Georgia","Dublin","500 block of West Ave",2,5,0,0,2,"N/A",2,2
"715",2867883,"March 31, 2024","Mississippi","Jackson","3200 block of US-80",1,3,0,0,0,"N/A",1,1
"716",2868697,"March 31, 2024","Texas","Paris","1355 8th NE",0,4,0,0,0,"N/A",0,0
"717",2868563,"March 31, 2024","Florida","Saint Petersburg","400 49th St S",0,4,0,0,5,"N/A",0,0
"718",2866832,"March 30, 2024","Indiana","Indianapolis","49 W Maryland St",0,7,0,0,1,"N/A",0,0
"719",2865719,"March 29, 2024","Alabama","Mobile","600 block of Euclid Ave",2,2,0,1,2,"N/A",2,2
"720",2865779,"March 29, 2024","Michigan","Detroit","8203 W Chicago St",0,5,0,0,1,"N/A",0,0
"721",2864257,"March 27, 2024","Texas","Houston","3403 Love St",1,3,0,0,0,"N/A",1,1
"722",2862335,"March 25, 2024","Florida","Pompano Beach","1750 Dr. Martin Luther King Jr. Blvd",1,3,0,0,3,"N/A",1,1
"723",2860902,"March 24, 2024","Indiana","Indianapolis","9439 E Washington St",0,5,1,0,0,"N/A",1,1
"724",2859623,"March 22, 2024","Louisiana","New Orleans","AP Tureau Ave and N Roman St",2,2,0,0,0,"N/A",2,2
"725",2855294,"March 17, 2024","District of Columbia","Washington","1541 7th St NW",2,5,0,0,0,"N/A",2,2
"726",2854765,"March 16, 2024","Ohio","Euclid","19500 block of St Clair Ave",0,5,0,0,0,"N/A",0,0
"727",2854542,"March 16, 2024","Indiana","Indianapolis","808 Broad Ripple Ave",1,5,0,0,1,"N/A",1,1
"728",2855735,"March 16, 2024","California","Manteca","955 E Yosemite Ave",0,4,0,0,0,"N/A",0,0
